NumeroSiret	RaisonSocial	NatureActivité	CodeActivité	AdresseRue	AdresseCodePostale	AdresseVille	AdresseCodeInsee	AdresseGeoLat	AdresseGeoLong	ProjetCodeRegion	ProjetRegion	ProjetCodedepartement	ProjetDepartement	ProjetArrondissement	ProjetCodeArrondissement	ProjetCodeCanton	ProjetCanton	ProjetCodeCommune	ProjetCommune	ProjetGeoLong	ProjetGeoLat	Dossier	PO	Projet	EtatStatus	EtatDossierPaye	EtatDossierSolde	DateDepotDossier	MoisDepotDossier	AnneeDepotDossier	DateLimiteDebutReal	DateLimiteFinReal	MoisFinReal	AnneeFinReal	DatePremierComite	MoisPremierComite	AnneePremierComite	MontantGlobal	DepenseEligibleProgramme	DepenseTotalProgrammeUE	DepenseTotalProgrammeEtat	DepenseTotalProgrammeRegion	DepenseTotalProgrammeDepartement	DepenseTotalProgrammeAutrePublic	DepenseTotalProgrammeCperEtat	DepenseTotalProgrammeCperRegion	PaiementTotalUE	PaiementTotalEtat	PaiementTotalRegion	PaiementTotalDepartement	PaiementTotalAutrePublic	PaiementTotalPrive	PaiementTotal	PaiementTotalValideAC	FIN
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	1	BREST	51	GUIPAVAS	29075	GUIPAVAS	0	0	36186	Fonds Social Européen 	Marché n°2012-90423-01 - Pré Formation Sectorielle transport et logistique - Lot n°PréFos 52  - Guipavas - ECF ROUDAUT / Landivisiau	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	47223	23611.5	0	0	0	0	0	0	2361.15	0	0	0	0	0	2361.15	4722.3	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	1	DINAN	98	DINAN	22050	DINAN	0	0	36187	Fonds Social Européen 	Marché n°2012-90403-01 - Préformation sectorielle Hotellerie et restauration - Lot n° PreFoS 28 - Dinan - Association STEREDENN / Centre Ker Maria	Programmé	O	O	04/07/2013	07	2013	13/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	23017.5	11508.75	0	0	0	0	0	0	10765.91	0	0	0	0	0	10765.92	21531.83	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36188	Fonds Social Européen 	Marché n°2012-90413-01 - PREFORMATION SECTORIELLE SANTE ET TRAVAIL SOCIAL - Lot n° Préfos 38 - Saint Brieuc et Lannion - CLPS	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	56727	28363.5	0	0	0	0	0	0	2836.35	0	0	0	0	0	2836.35	5672.7	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	4	QUIMPER	98	QUIMPER	29232	QUIMPER	0	0	36189	Fonds Social Européen 	Marché n°2012-90523-01 - Prestation Préparatoire à l'Insertion - Lot n° PPI 11 - Quimper - Initiatives Formation	Programmé	N	N	04/07/2013	07	2013	15/07/2013	30/06/2015	06	2015	04/07/2013	07	2013	4317123.24	299497.5	149748.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	2	GUINGAMP	16	GUINGAMP	22070	GUINGAMP	0	0	36189	Fonds Social Européen 	Marché n°2012-90425-01 - Pré Formation Sectorielle transport et logistique - Lot n° Préfos 54 - Guingamp - Groupement de services des Côtes d'Armor	Programmé	O	O	04/07/2013	07	2013	16/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	26284.5	13142.25	0	0	0	0	0	0	8050.63	0	0	0	0	0	8050.63	16101.25	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36190	Fonds Social Européen 	Marché n°2012-90414-01 - PREFORMATION SECTORIELLE SANTE ET TRAVAIL SOCIAL - Lot n° Préfos 39 - Brest et Quimper - CLPS	Programmé	O	O	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	79417.8	39708.9	0	0	0	0	0	0	36261.44	0	0	0	0	0	36261.45	7941.78	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	Plusieurs départements	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	36191	Fonds Social Européen 	Marché n°2012-90426-01 - Pré Formation Sectorielle transport et logistique - Lot n° Préfos 55 - Quimper et Hennebont - ECF ROUDAUT/Landivisiau	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	53125.88	26562.93	0	0	0	0	0	0	2656.29	0	0	0	0	0	2656.3	5312.58	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36192	Fonds Social Européen 	Marché n°2012-90415-01 - PREFORMATION SECTORIELLE SANTE ET TRAVAIL SOCIAL - Lot n° Préfos 40 - Lorient et Vannes - CLPS	Programmé	O	O	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	56727	28363.5	0	0	0	0	0	0	26919.54	0	0	0	0	0	26919.54	5672.7	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36193	Fonds Social Européen 	Marché n°2012-90524-01 - Prestation Préparatoire à l'Insertion - Lot n° PPI 12 - Concarneau, Douarnenez, Pont L'Abbé et Quimperlé - IBEP	Programmé	N	N	04/07/2013	07	2013	15/07/2013	30/06/2015	06	2015	04/07/2013	07	2013	4317123.24	297978.75	148989.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36194	Fonds Social Européen 	Marché n°2012-90416-01 - Préformation sectorielle Services d'aide à la personne - Lot n°Préfos 41 - Brest et Ergué Gaberic - INITIATIVES FORMATION	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	33739.2	16869.6	0	11437.45	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	36195	Fonds Social Européen 	Marché n°2012-90427-01 - Pré Formation Sectorielle transport et logistique - Lot n° Préfos 56 - Mautauban de Bretagne et Cesson Sévigné - GS J.B.Le Taillandier AREP Fougères /AFT IFTIM / AREP St Malo / Association Gestion Lycée St Nicolas	Programmé	N	N	04/07/2013	07	2013	18/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	71012.7	35506.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36196	Fonds Social Européen 	Marché n°2012-90417-01 - Pré Formation Sectorielle - Service d'Aide à la Personne - Lot n° Préfos 42 - Dinan et St Méen le Grand - CLPS	Programmé	O	O	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	38847.6	19423.8	0	0	0	0	0	0	14410.4	0	0	0	0	0	14410.4	28820.8	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	2	GUINGAMP	16	GUINGAMP	22070	GUINGAMP	0	0	36197	Fonds Social Européen 	Marché n°2012-90418-01 - Pré formation Sectorielle Services d'Aide à la Personne- Lot n° Préfos 43 - Guingamp - CLPS	Programmé	O	O	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	19423.8	9711.9	0	4500	0	0	0	0	7745.98	0	0	0	0	0	7745.98	15491.95	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36198	Fonds Social Européen 	Marché n°2012-90525-01 - Prestation Préparatoire à l'Insertion - Lot n° PPI 13 - Lorient, Lanester et Hennebont - AGORA FORMATION	Programmé	N	N	04/07/2013	07	2013	15/07/2013	30/06/2015	06	2015	04/07/2013	07	2013	4317123.24	312376.5	156188.25	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36198	Fonds Social Européen 	Marché n°2012-90419-01 - PREFORMATION SECTORIELLE SERVICES D'AIDE A LA PERSONNE - Lot n° Préfos 44 - Lorient et Auray - CLPS	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	42084.9	21042.45	0	6300	0	0	0	0	2104.25	0	0	0	0	0	2104.25	4208.49	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36199	Fonds Social Européen 	Marché n°2012-90420-01 - Préformation sectorielle Services d'aide à la personne - Lot n°Préfos 45 - Morlaix et Carhaix - GROUPEMENT SOLIDAIRE INITIATIVES FORMATION / AGORA	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	38550.6	19275.3	0	6300	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	36200	Fonds Social Européen 	Marché n°2012-90389-01 - Pré Formation Sectorielle  Animation- Lot n° Préfos 01 - Rennes- CLPS	Programmé	O	O	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	24279.75	12139.88	0	0	0	0	0	0	9848.75	0	0	0	0	0	9848.75	19697.5	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	99	VANNES	56260	VANNES	0	0	36201	Fonds Social Européen 	Marché n°2012-90431-01 - Pré Formation Sectorielle transport et logistique - Lot n° Préfos 60 - Vannes - AFT IFTIM Formation Continue	Programmé	N	N	04/07/2013	07	2013	16/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	33611.94	16805.97	0	9000	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	49	LANGUEUX	22106	LANGUEUX	0	0	36202	Fonds Social Européen 	Marché n°2012-90428-01 - Pré Formation Sectorielle transport et logistique - Lot n° PréFos 57 - Langueux - AFPA direction régionale Bretagne	Programmé	O	O	04/07/2013	07	2013	16/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	33895.13	16947.56	0	0	0	0	0	0	12251.55	0	0	0	0	0	12251.55	24503.09	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	36203	Fonds Social Européen 	Marché n°2012-90432-01 - Pré Formation Sectorielle transport et logistique - Lot n° PréFos 61 - Fougères et Vitré - AGEC Jean Baptiste le Taillandier / AREP Fougères	Programmé	N	N	04/07/2013	07	2013	18/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	46629	23314.5	0	0	0	0	0	0	2331.45	0	0	0	0	0	2331.45	4662.9	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	99	SAINT-BRIEUC	22278	SAINT-BRIEUC	0	0	36204	Fonds Social Européen 	Marché n°2012-90390-01 - Pré Formation Sectorielle  Animation - Lot n° PréFos 02 - Saint- Brieuc - CLPS	Programmé	O	O	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	20908.8	10454.4	0	0	0	0	0	0	9480.24	0	0	0	0	0	9480.24	18960.48	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	4	QUIMPER	98	QUIMPER	29232	QUIMPER	0	0	36205	Fonds Social Européen 	Marché n°2012-90391-01 - Pré Formation Sectorielle Animation- Lot n° PréFos 03 - Quimper - IBEP	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	23166	11583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36207	Fonds Social Européen 	Marché n°2012-90466-01 - Pré Formation Sectorielle  Bâtiment Travaux Publics - Lot n° PréFos 07- Dinan Quévert - CLPS	Programmé	O	O	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	28393.2	14196.6	0	9000	0	0	0	0	13400.73	0	0	0	0	0	13400.73	26801.46	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	1	FOUGERES	97	FOUGERES	35115	FOUGERES	0	0	36207	Fonds Social Européen 	Marché n°2012-90394-01 - Pré Formation Sectorielle Bâtiment Travaux Publics- Lot n° PréFos 08- Fougères - CLPS	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	56786.4	28393.2	0	0	0	0	0	0	2839.32	0	0	0	0	0	2839.32	5678.64	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36208	Fonds Social Européen 	Marché n°2012-90395-01 - Pré Formation Sectorielle - Bâtiment Travaux Publics- Lot n° PréFos 09 - Lorient et Auray - AFPA Direction Régionale Bretagne	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	138773.25	69386.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36209	Fonds Social Européen 	Marché n°2012-90396-01 - Pré Formation Sectorielle - Bâtiment Travaux Publics - Lot n° PréFos 10 -Morlaix et Pleumeur Bodou - AFPA Direction Régionale Bretagne	Programmé	N	N	04/07/2013	07	2013	15/07/2013	28/05/2015	05	2015	04/07/2013	07	2013	4317123.24	96465.6	48232.8	0	0	0	0	0	0	4823.28	0	0	0	0	0	4823.28	9646.56	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	99	VANNES	56260	VANNES	0	0	36020	Fonds Social Européen 	Marché n°2012-90203-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 01 - Vannes - AMISEP	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	233182.13	116591.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	2	PONTIVY	26	PONTIVY	56178	PONTIVY	0	0	36023	Fonds Social Européen 	Marché n°2012-90211-01 - Plate-forme d'Orientation Professionnelle - Lot n° POP 02 - Pontivy - AMISEP	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	211983.75	105991.88	0	0	0	0	0	0	84905.26	0	0	0	0	0	84905.29	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	2	REDON	0	Plusieurs cantons	0	Plusieurs communes	0	0	36024	Fonds Social Européen 	Marché n°2012-90217-01 – Plateforme d’Orientation Professionnelle – Lot n°POP 08 – Bain de Bretagne et Guichen - IBEP	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	67716	33858	0	0	0	0	0	0	3385.8	0	0	0	0	0	3385.8	6771.6	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36025	Fonds Social Européen 	Marché n°2012-90215-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 06 - Monfort sur Meu et Saint Méen Le Grand - CLPS	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	38847.6	19423.8	0	0	0	0	0	0	17634.46	0	0	0	0	0	17634.46	3884.76	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	1	LORIENT	98	LORIENT	56121	LORIENT	0	0	36026	Fonds Social Européen 	Marché n°2012-90228-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 21 - Lorient- IBEP	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	345114	172557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	2	REDON	28	REDON	35236	REDON	0	0	36027	Fonds Social Européen 	Marché n°2012-90218-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 09 - Redon - CLPS	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	179388	89694	0	0	0	0	0	0	8969.4	0	0	0	0	0	8969.4	17938.8	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36027	Fonds Social Européen 	Marché n°2012-90219-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 10 - Vitré et Janzé - CLPS	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	134541	67270.5	0	0	0	0	0	0	6727.05	0	0	0	0	0	6727.05	13454.1	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	1	FOUGERES	97	FOUGERES	35115	FOUGERES	0	0	36028	Fonds Social Européen 	Marché n°2012-90220-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 11- Fougères - CLPS	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	186862.5	93431.25	0	0	0	0	0	0	9343.13	0	0	0	0	0	9343.13	18686.25	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	18	LAMBALLE	22093	LAMBALLE	0	0	36029	Fonds Social Européen 	Marché n°2012-90222-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 13 - lamballe - CLPS	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	112117.5	56058.75	0	0	0	0	0	0	5605.88	0	0	0	0	0	5605.88	11211.75	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36030	Fonds Social Européen 	Marché n°2012-90223-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 14 - Dinan et Quevert - CLPS	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	239184	119592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	1	LORIENT	40	LANESTER	56098	LANESTER	0	0	36031	Fonds Social Européen 	Marché n°2012-90230-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 23 - Lanester- IBEP	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	145129.05	72564.53	0	0	0	0	0	0	7256.45	0	0	0	0	0	7256.46	14512.91	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	4	SAINT-MALO	96	SAINT-MALO	35288	SAINT-MALO	0	0	36032	Fonds Social Européen 	Marché n°2012-90224-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 15 - Saint Malo - CLPS	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	209286	104643	0	0	0	0	0	0	92147	0	0	0	0	0	92147	184293.99	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	23	PLOERMEL	56165	PLOERMEL	0	0	36033	Fonds Social Européen 	Marché n°2012-90213-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 04 - Ploermel- AMISEP	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	98925.75	49462.88	0	0	0	0	0	0	47106.64	0	0	0	0	0	47106.65	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	36034	Fonds Social Européen 	Marché n°2012-90227-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 20 - Morlaix,Landivisiau, Saint Pol de Léon - AMISEP	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	183719.25	91859.63	0	0	0	0	0	0	82324.21	0	0	0	0	0	82324.22	164648.42	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	99	VANNES	56260	VANNES	0	0	36035	Fonds Social Européen 	Marché n° 2012-90231-01 - Prestation Orientation Professionnelle - Français Langue étrangère - Lot n° POP FLE 01 - Vannes - CLPS	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	68947.2	34473.6	0	0	0	0	0	0	31209.38	0	0	0	0	0	31209.38	62418.76	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	1	LORIENT	2	AURAY	56007	AURAY	0	0	36036	Fonds Social Européen 	Marché n°2012-90214-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 05 - Auray- AMISEP	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	141322.5	70661.25	0	0	0	0	0	0	7066.13	0	0	0	0	0	7066.13	14132.25	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	2	GUINGAMP	16	GUINGAMP	22070	GUINGAMP	0	0	36036	Fonds Social Européen 	Marché n°2012-90225-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 18 - Guingamp- AMISEP	Programmé	N	N	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	155454.75	77727.38	0	0	0	0	0	0	7772.73	0	0	0	0	0	7772.74	15545.48	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	36037	Fonds Social Européen 	Marché n°2012-90226-01 - Plateforme d'Orientation Professionnelle - Lot n° POP 19 - Lannion et Paimpol- AMISEP	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	211983.75	105991.88	0	0	0	0	0	0	96839.32	0	0	0	0	0	96839.32	193678.63	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	22	LOUDEAC	22136	LOUDEAC	0	0	36038	Fonds Social Européen 	Marché n°2012-90233-01 - Prestation d'Orientation Professionnelle, Français Langue Etrangère - Lot n° POP FLE 03 - Loudéac- CLPS	Programmé	O	O	30/05/2013	05	2013	12/06/2013	28/04/2015	04	2015	30/05/2013	05	2013	3548002.01	45662.4	22831.2	0	0	0	0	0	0	19377.98	0	0	0	0	0	19377.98	38755.96	0
